state,season,crop_name,crop_stage,crop_stage_classified,advisory_index,advisory_code,advisory_title,advisory_type,advisory_class,rain_min,rain_max,rain_mean,temp_min,temp_max,rh_min,rh_max,rainydays_min,raindays_max,wind_min,wind_max,landtype,advisory_content,cropstage_week_start,cropstage_week_end,agro_week,day_of_month,month_of_year
Odisha,Rabi,Paddy,Seedling Growth (Nursery),Seedling Growth (Nursery),2,OD-ALL-RB-TR-PDY-SGN-Nursery,Nursery bed preparation,Standard,Nursery,5,7,,15,28,60,90,0,2,,,,"Irrigation should be done in nursery field and puddle it 2-3 times followed by planking. For one-acre area of paddy transplanting 400 m2 (10 Decimal) size of land is required for nursery raising. Apply 200 kg of FYM, 4 kg of DAP, 2.5 kg of MOP and 1 kg of Zinc sulphate during last puddling. Divide nursery area into smaller plots of 1.5-metre-long, 10 cm height and convenient length. Irrigation channels of size 30 cm in width should be made along the beds for irrigation/drainage purpose. Sprouted Seeds should be sown @ 40-50 gram/ m 2 area of seed bed by line sowing with 5 cm gap between each line or direct broadcasting.",0,1,Week 1,1,12
Odisha,Rabi,Paddy,Seedling Growth (Nursery),Seedling Growth (Nursery),3,OD-ALL-RB-TR-PDY-SGN-protection from cold injury to Nursery,Nursery Management (Protection from Cold Injury),Standard,Nursery,5,14,,15,28,60,90,0,2,,,,"During cool winter days to protect the rice nursery from cold injury, apply a thin layer of well decomposed FYM after sowing of seeds in wet bed to keep the bed relatively warm. Preferably use bore well water for irrigation at evening and drain out the cold water at morning to maintain the soil temperature favourable for growth. In severe cold affected areas use polythene cover during night.",1,2,Week 1,1,12
Odisha,Rabi,Paddy,Seedling Growth (Nursery),Seedling Growth (Nursery),4,OD-ALL-RB-TR-PDY-SGN- Pest and Irrigation management in Nursery,Nursery Management (+ Pest Management + Irrigation Management),Standard,Nursery,5,14,,15,28,60,90,0,2,,,,"Apply 800-gram Cartap Hydrochloride 4% G  or 400-gram Chlorantraniliprole 0.4% G for 10 decimal nursery area 7 days before transplanting to manage gall midge, stem borer, caseworm, leaf folder and root knot nematode up to 3 weeks after transplanting. Standing water to a depth of 2-3 cm should be maintained at least for 2-3 days before uprooting of seedlings.",1,2,Week 1,1,12
Odisha,Rabi,Paddy,Seedling Growth (Nursery),Seedling Growth (Nursery),5,OD-ALL-RB-TR-PDY-SGN-Fertilizer,Fertilizer for nursery ,Standard,Fertilizer,5,14,,15,28,60,90,0,2,,,,"Farmers are advised for proper growth and development of paddy seedlings, balanced fertilizer application is essential, even in small nursery areas. In a 1 decimil (0.01 hectare) nursery plot, farmers are advised to apply about 40 kg of well-decomposed farmyard manure (FYM) or compost during land preparation to improve soil fertility and structure. Along with organic manure, chemical fertilizers should also be applied. As a basal dose, apply 1.0 kg of urea, 1.35 kg of Single Super Phosphate (SSP), and 375 grams of Muriate of Potash (MOP). These fertilizers should be mixed well into the soil 2–3 days before sowing, ensuring they are not applied in standing water. To further support seedling growth, apply 200 grams of urea as a top dressing around 15–20 days after sowing. Light irrigation should be done immediately after top dressing. This balanced approach helps promote strong root growth, healthy tillering, and vigorous seedlings ready for transplanting.",2,3,Week 2-3,8,12
Odisha,Rabi,Paddy,Transplanting/Main Field Preparation,Transplanting/Main Field Preparation,6,OD-ALL-RB-TR-PDY-MF-Basal Fertilizer,Transplanting and Basal (1st) Fertilizer,Standard,Fertilizer,5,10,,15,25,60,85,0,2,,,,"Farmers those who are going for transplanting should apply 35- kg DAP, 30-kg MOP and 8-kg Urea per acre during last puddling. For sandy soil apply 35 kg DAP, 15 kg MOP and 8 kg Urea per acre during last puddling. As per soil testing report, in Zinc deficient soil apply Zinc Sulphate (21%) @ 10 kg/acre at every three years. Transplanting of 25-30 days old seedlings should be done at a spacing of 20 x15 cm, plant 2-3 seedlings per hill for high yielding varieties.",3,4,Week 3-4,22,12
Odisha,Rabi,Paddy,Transplanting/Main Field Preparation,Transplanting/Main Field Preparation,7,OD-ALL-RB-TR-PDY-MF-Pest_Disease_Management,"Disease (BLB) /Pest (Yellow Stem borer, Thrips, Rice Hispa) ",Dynamic,Pest,0,0,,0,0,0,0,0,0,,,,,4,5,Week 4-5,29,12
Odisha,Rabi,Paddy,Transplanting/Main Field Preparation,Transplanting/Main Field Preparation,8,OD-ALL-RB-TR-PDY-MF-Pre_Emergence_Weed,Pre emergence Weed management,Standard,Generic,5,14,,15,28,60,90,0,0,,,,Use pre-emergence herbicide Pretilachlor 50% EW @ 500 ml/acre or Oxadiargyl 80%W. P @ 40-gm/acre or Pyrazosulfuron Ethyl 10% W.P @ 80-gm/acre or Redimix 6.15% (Pretilachlor 6% + Pyrazosulfuron Ethyl 0.15%) @ 4 kg/acre at 1-3 DAS. Spray the herbicide by mixing it in 200 litres of water per acre. Always use flat-fan or flood-jet nozzle and clean water for herbicide spraying.,5,6,Week 5-6,29,12
Odisha,Rabi,Paddy,Transplanting/Main Field Preparation,Transplanting/Main Field Preparation,9,OD-ALL-RB-TR-PDY-MF-Irrigation_Low,Irrigation management,Dynamic,Irrigation,0,2,,24,34,40,60,0,1,,,,"Provide frequent and adequate irrigation to maintain sufficient soil moisture for puddling and transplanting. Apply 6–8 cm depth of water during field puddling to ensure good tilth and weed suppression. Maintain 2–3 cm standing water during and for 10 days after transplanting to aid seedling establishment. Avoid water stress by irrigating as soon as hairline cracks appear in the field. Where possible, use alternate furrow or plot irrigation to save water.",5,6,Week 5-6,29,12
Odisha,Rabi,Paddy,Transplanting/Main Field Preparation,Transplanting/Main Field Preparation,9,OD-ALL-RB-TR-PDY-MF-Irrigation_Moderate,Irrigation management,Dynamic,Irrigation,0,5,,18,26,60,85,0,1,,,,"If rainfall is below 5 mm and RH drops below 70%, apply light irrigation (4–5 cm depth) 1–2 days before transplanting to ensure proper puddling and easy transplanting. Maintain standing water (2–3 cm) during and after transplanting for 7–10 days to help seedlings establish, then switch to alternate wetting and drying (AWD) to save water and prevent root rot.",5,6,Week 5-6,29,12
Odisha,Rabi,Paddy,Transplanting/Main Field Preparation,Transplanting/Main Field Preparation,9,OD-ALL-RB-TR-PDY-MF-Irrigation_High,Irrigation management,Dynamic,Irrigation,5,10,,20,30,60,90,0,2,,,,"Maintain approx. 2 cm standing water immediately after transplanting and for up to 7 days; afterward, apply Alternate Wetting and Drying (AWD) cycles—allow soil to dry until water table is ~10–15 cm below surface, then re-flood to 3–5 cm depth. Use water tube lysimeters where possible for monitoring.",5,6,Week 5-6,29,12
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),10,OD-ALL-RB-TR-PDY-MF-Post_Emergence_Weed,Post Emergence weed management,Standard,Generic,5,14,,15,30,52,90,0,0,,,,"In transplanted paddy to control grasses, sedges and broad leaf weeds farmers are advised to spray, apply Pretilachlor 6% GR + Bensulfuron-methyl 0.6% @ 4 kg/acre or Pyrazosulfuron ethyl 10% WP @ 80 gram or Triafamone 20%+ Ethoxy sulfuron 10% WG @ 90 gram or Almix @ 8 gram per acre at 10 -12 DAS in moist soil by mixing in 200-litre of water. Drain out excess water from paddy field before herbicide application and irrigate the field after two days of application of herbicide. Spray post-emergence herbicide like Bispyribac Sodium @ 120-ml/ acre or tank mix of Fenoxaprop-p-ethyl @ 400 ml + Ethoxysulfuron @ 200 ml/acre at 15-20 DAS in moist soil (When the weeds are at 3-4 leaf stage) by mixing in 200-litre of water. Always use clean water for herbicide application. Use flat fan nozzle or flood jet nozzle for herbicide application.",6,7,Week 6-7,12,1
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),11,OD-ALL-RB-TR-PDY-VAT-Irrigation_Low,Weather + Irrigation/Drainage,Dynamic,Irrigation,0,3,,25,32,40,55,0,1,,,,Maintain 3–5 cm of standing water in the field for optimal tiller development. Avoid long dry intervals; irrigate as soon as surface cracks appear. Ensure uniform field leveling to prevent uneven water distribution. Adopt Alternate Wetting and Drying (AWD) only after sufficient tiller formation. Light irrigation should be given after each intercultural or fertilizer operation to maintain soil moisture balance.,7,8,Week 7-8,12,1
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),11,OD-ALL-RB-TR-PDY-VAT-Irrigation_Moderate,Weather + Irrigation/Drainage,Dynamic,Irrigation,4,8,,20,30,55,70,2,3,,,,Maintain 2–3 cm of standing water depending on soil moisture condition. Irrigate after 3–4 days of no rainfall or if upper soil layer starts drying. Prefer Alternate Wetting and Drying (AWD) method — re-irrigate when hairline cracks appear. Avoid over-irrigation to prevent nutrient leaching and lodging. Schedule light irrigation after top dressing of fertilizers to aid nutrient absorption.,7,8,Week 7-8,12,1
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),11,OD-ALL-RB-TR-PDY-VAT-Irrigation_High,Weather + Irrigation/Drainage,Dynamic,Irrigation,10,20,,20,30,50,75,0,2,,,,"Maintain a standing water depth of 2–5 cm. Begin with continuous submergence, then transition to AWD: when water falls ~15 cm below soil surface (monitored via a pipe), re-flood to ~5 cm. Prioritize this from tillering to panicle initiation.",7,8,Week 7-8,12,1
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),12,"OD-ALL-RB-TR-PDY-MF-Pest_Disease_Management(BLB ,Brown Spot, Yellow Stem borer, Rice hispa, Leaf Blast, Gall midge, Whorl maggot) ","Main field plant disease & pest (BLB ,Brown Spot, Yellow Stem borer, Rice hispa, Leaf Blast, Gall midge, Whorl maggot) ",Dynamic,Pest,,,,,,,,,,,,,,8,10,Week 9-10,26,1
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),13,"OD-ALL-RB-TR-PDY-MF-Pest_Management  (Yellow Stem borer, Leaf Folder ,Caseworm, Rice hispa, Swarming caterpillar, Gall midge)","Pests (Yellow Stem borer, Leaf Folder ,Caseworm, Rice hispa, Swarming caterpillar, Gall midge)",Dynamic,Pest,,,,,,,,,,,,,,10,11,Week 10-11,26,1
Odisha,Rabi,Paddy,Vegetative (Active Tillering),Vegetative (Active Tillering),14,OD-ALL-RB-TR-PDY-VAT-Fertilizer,2nd fertilizer,Standard,Fertilizer,5,26,,15,30,52,90,0,0,,,,"Farmers are advised to apply fertilizer in Paddy crop during active tillering stage. For high yielding paddy varieties, apply 35 kg Urea per acre and for hybrids apply 42-kg of Urea per acre 21 days after transplanting at active tillering stage. Before applying urea in the field, you should complete weed control operations and drain out access water from the field.",10,11,Week 10-11,26,1
Odisha,Rabi,Paddy,Panicle Initiation,Panicle Initiation,15,"OD-ALL-RB-TR-PDY-PI-Pests ((Yellow Stem borer, Leaf Folder, Caseworm, Rice hispa, BPH, Swarming caterpillar)_Disease (BLB, Brown Spot, Sheath blight, Foot rot)","Diseases (BLB, Brown Spot, Sheath blight, Foot rot),Pests (Yellow Stem borer, Leaf Folder, Caseworm, Rice hispa, BPH, Swarming caterpillar)",Dynamic,Pest,,,,,,,,,,,,,,11,13,Week 12-13,9,2
Odisha,Rabi,Paddy,Panicle Initiation,Panicle Initiation,16,OD-ALL-RB-TR-PDY-PI-Fertilizer,3rd Fertilizer,Standard,Fertilizer,5,14,,15,29,52,90,0,2,,,,"Fertilizer management at PI stage. At PI stage of paddy crop, apply 20 kg of Urea per acre. For Light sandy soil apply 20 kg Urea and 15 Kg of Murate of Potash per acre. Again, remember at PI stage of paddy crop apply 20 kg of Urea per acre. For Light sandy soil apply 20 kg Urea and 15 Kg of Murate of Potash per acre.",11,13,Week 12-13,9,2
Odisha,Rabi,Paddy,Panicle Initiation,Panicle Initiation,17,OD-ALL-RB-TR-PDY-PI-Irrigation_Low,Irrigation management + Weather,Dynamic,Irrigation,5,14,,15,29,52,90,0,2,,,,"Maintain continuous standing water (~5 cm) during panicle initiation to reproductive stages. If using AWD, re-irrigate when water drops ~15 cm below soil surface, reflood to ~5 cm. These water levels significantly improve leaf area, growth rate, and yield.",13,14,Week 13-14,9,2
Odisha,Rabi,Paddy,Panicle Initiation,Panicle Initiation,17,OD-ALL-RB-TR-PDY-PI-Irrigation_Moderate,Irrigation management + Weather,Dynamic,Irrigation,10,25,,20,33,60,75,1,2,,,,"if rainfall is between 10–25 mm with moderate humidity (60–75%) and warm temperatures (30–33°C), provide light irrigation of 4–5 cm depth to maintain consistent soil moisture. Keep the field moist but not flooded. Avoid water stress, as moisture deficit during this stage can reduce panicle initiation and grain number. Schedule irrigation at 5–7 day intervals, depending on soil type and rainfall forecast.",13,14,Week 13-14,9,2
Odisha,Rabi,Paddy,Panicle Initiation,Panicle Initiation,17,OD-ALL-RB-TR-PDY-PI-Irrigation_High,Irrigation management + Weather,Dynamic,Irrigation,25,50,,18,26,70,85,3,5,,,,"If rainfall (25–50 mm) and high humidity (70–85%) prevail with 3–5 rainy days, additional irrigation is not immediately required. Maintain a shallow water layer of 2–3 cm and avoid over-irrigation to prevent nutrient leaching and lodging. Ensure proper drainage in low-lying areas to avoid water stagnation.",13,14,Week 13-14,9,2
Odisha,Rabi,Paddy,Booting (Pre-flowering),Booting (Pre-flowering),18,"OD-ALL-RB-TR-PDY-BPF-Diseases  (BLB, Sheath blight, Neck blast, False smut)","Diseases (BLB, Sheath blight, Neck blast, False smut)",Dynamic,Pest,,,,,,,,,,,,,,14,16,Week 15-16,23,2
Odisha,Rabi,Paddy,Booting (Pre-flowering),Booting (Pre-flowering),19,"OD-ALL-RB-TR-PDY-BPF-Pest GLH, BPH, Stem borer, Leaf Folder, Caseworm, Gundhi bug","GLH, BPH, Stem borer, Leaf Folder, Caseworm, Gundhi bug",Dynamic,Pest,,,,,,,,,,,,,,16,17,Week 16-17,23,2
Odisha,Rabi,Paddy,Booting (Pre-flowering),Booting (Pre-flowering),20,OD-ALL-RB-TR-PDY-BPF-Irrigation_Low,Irrigation management,Dynamic,Irrigation,5,10,,25,29,52,90,1,2,,,,"Maintain a shallow standing water level (~2–5 cm) continuously. Avoid excessive inundation (>5 cm) during booting and maturity, as it can accelerate root decay, leaf senescence, delay heading, reduce filled grains, and lower harvest index Map My Crop. AWD is an acceptable alternative but must ensure water does not drop below “safe” thresholds—i.e., re-flood when water falls ~15 cm below surface to maintain ~5 cm depth Wikipedia. Moderation in irrigation, combined with nitrogen management, enhances productivity and grain quality",16,17,Week 16-17,23,2
Odisha,Rabi,Paddy,Booting (Pre-flowering),Booting (Pre-flowering),20,OD-ALL-RB-TR-PDY-BPF-Irrigation_Moderate,Irrigation management,Dynamic,Irrigation,5,15,,22,32,60,85,1,2,,,,"If rainfall is insufficient, apply light to moderate irrigation (4–5 cm depth) to maintain adequate soil moisture at the root zone. Avoid waterlogging to prevent fungal diseases. Irrigation is best applied in the early morning or late afternoon to reduce evaporation losses.",16,17,Week 16-18,23,2
Odisha,Rabi,Paddy,Booting (Pre-flowering),Booting (Pre-flowering),20,OD-ALL-RB-TR-PDY-BPF-Irrigation_High,Irrigation management,Dynamic,Irrigation,10,20,,22,30,55,80,3,4,,,,"Light irrigation may be applied only if soil moisture in the root zone is insufficient. The aim is to maintain adequate moisture without overwatering. Irrigate preferably in the early morning or late afternoon. Avoid waterlogging, which can increase disease incidence like sheath blight.",16,17,Week 16-19,23,2
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,21,"OD-ALL-RB-TR-PDY-FP-Diseases_(Blb,_Sheath_Blight, Neck blast, Sheath rot, False smut)","Diseases (Blb,_Sheath_Blight, Neck blast, Sheath rot, False smut)",Dynamic,Pest,,,,,,,,,,,,,,17,18,Week 17-18,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,22,"OD-ALL-RB-TR-PDY-FP-Pests_ (Yellow Stem borer, Earhead Caterpillar, Leaf Folder, GLH, Gundhi bug, BPH) ","Pests (Yellow Stem borer, Earhead Caterpillar, Leaf Folder, GLH, Gundhi bug, BPH) ",Dynamic,Pest,,,,,,,,,,,,,,18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,23,OD-ALL-RB-TR-PDY-FP-Irrigation_Low,Irrigation management,Dynamic,Irrigation,5,10,,15,26,52,85,0,2,,,,"Maintain continuous shallow flooding (~5 cm) during flowering to protect pollen viability and stigma receptivity; avoid water stress and temperature spikes. Use AWD cautiously: only allow water level to drop below soil surface after flowering, not during.",18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,23,OD-ALL-RB-TR-PDY-FP-Irrigation_Moderate,Irrigation management,Dynamic,Irrigation,5,10,,24,33,50,80,2,3,,,,Apply moderate irrigation to maintain optimum soil moisture for proper flowering and pollination. Avoid waterlogging and ensure uniform moisture in the root zone. Schedule irrigation for early morning or late afternoon to minimize evaporation and reduce disease risk such as blast or bacterial leaf blight.,18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,23,OD-ALL-RB-TR-PDY-FP-Irrigation_High,Irrigation management,Dynamic,Irrigation,10,20,,22,32,55,75,1,2,,,,"Apply light irrigation only if the soil moisture in the root zone is insufficient. Maintain uniform moisture to avoid moisture stress, which can reduce spikelet fertility and grain filling. Prefer irrigation in early morning or late afternoon and avoid standing water to prevent disease incidence such as blast or bacterial leaf blight.",18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,24,"OD-ALL-RB-TR-PDY-FP-Diseases_(BLB, Sheath blight, Sheath rot, Neck blast)","Diseases (BLB, Sheath blight, Sheath rot, Neck blast)",Dynamic,Pest,,,,,,,,,,,,,,18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,25,"OD-ALL-RB-TR-PDY-FP-Pests_(Yellow Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH)","Pests (Yellow Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH)",Dynamic,Pest,,,,,,,,,,,,,,18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,26,"OD-ALL-RB-TR-PDY-DMS-Diseases_(BLB, Sheath blight, Sheath rot, Neck blast, False smut)","Diseases (BLB, Sheath blight, Sheath rot, Neck blast, False smut)",Dynamic,Pest,,,,,,,,,,,,,,19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,27,"OD-ALL-RB-TR-PDY-DMS-Pests  (Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH, Panicle mite)","Pests (Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH, Panicle mite)",Dynamic,Pest,,,,,,,,,,,,,,19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,28,OD-ALL-RB-TR-PDY-DMS-Irrigation_Low,Irrigation management + Weather,Dynamic,Irrigation,10,14,,20,30,52,85,0,1,,,,"Begin field drainage approximately 10–15 days before harvest to ensure uniform ripening, facilitate harvesting, and improve milling quality; maintain adequate soil moisture to avoid stress during ripening. Do not apply further irrigation at full maturity.",19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,28,OD-ALL-RB-TR-PDY-DMS-Irrigation_Moderate,Irrigation management + Weather,Dynamic,Irrigation,5,10,,24,32,50,75,2,3,,,,"Apply moderate irrigation to maintain adequate moisture for grain filling and proper maturity. Avoid excess water, as over-irrigation may delay maturity or increase disease incidence. Irrigate early in the morning or late afternoon to reduce evaporation and maintain field drainage. Ensure uniform soil moisture across the field for consistent grain development.",19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,28,OD-ALL-RB-TR-PDY-DMS-Irrigation_High,Irrigation management + Weather,Dynamic,Irrigation,10,20,,26,32,60,85,2,3,,,,"Only light irrigation is required or can be skipped if adequate rainfall has occurred recently. Ensure proper drainage to avoid waterlogging, as excess moisture at this stage may affect grain quality and promote diseases. Focus on maintaining uniform soil moisture to allow proper grain filling and timely crop maturity.",19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Harvesting & Post-Harvest,Harvesting & Post-Harvest,29,OD-ALL-RB-TR-PDY-HPH-Harvesting,Harvesting,Standard,Generic,0,0,,25,38,0,0,0,3,,,,"Harvest management in paddy. Drain out the water from paddy field, 15 days before harvesting of the crop. Harvest the rice crop at physiological maturity (85% grains matured in a panicle) and looks pale yellow in colour. Harvest the crop by leaving one metre from the bund if grain is to be kept for seed purpose. Dry the harvested paddy grains in direct sunlight for 2-3 days to get the moisture content at 14%. For seed purpose the grain should be dried to below 12% moisture content.",20,21,Week 20,6,4
Odisha,Rabi,Paddy,Post Harvest,Post Harvest,30,OD-ALL-RB-TR-PDY-PH-MSP,MSP,Standard,Generic,,,,,,,,,,,,,,21,22,Week 21,20,4
Odisha,Rabi,Paddy,Post Harvest,Post Harvest,31,OD-ALL-RB_TR-PDY-PH-Storage,Storage,Standard,Generic,,,,,,,,,,,,,"After harvest, dry the grains in sunlight to reduce the moisture content of the grains. Different insects like grain weevil, lesser grain borer, etc attack the stored grains. During the rainy season, if the grains become slightly damp, the weevils make holes and feed inside the rice grains. The larva of the lesser grain borer makes hole in the grain and feeds inside the grains. Clean the storage area and provide proper ventilation. Fumigate the grains with Aluminium phosphide 56% @ 3 tablets per10 Qt of grains. Disinfect the storage bags with Malathion 50 EC @ 10 ml/l.",21,22,Week 21,20,4
Odisha,Rabi,Paddy,Post Harvest,Post Harvest,31,OD-ALL-RB-TR-PDY-PH-Rat_management,Rat management,Standard,Generic,,,,,,,,,,,,,"Rat control in paddy field. At ripening stage in paddy field, rats cause serious damage like cutting rice panicle, eating ripe grains etc. At primary stage, apply dry chilli smoke in rat hole. Farmers can use dry fish trap, sickle trap or arrow trap for rat control. For preparation of 100 g poison bait, mix wheat flour, mustard oil and jagerry powder and add Zinc phosphide @ 3 g. Apply it to rat way or near the bond or in rat hole. Instead of this farmer can also apply Celphos pouch wrapping in wet cotton @ 1 per hole. Then plaster the hole with mud.",21,22,Week 21,20,4
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,1,OD-ALL-TR-PDY-PS-Soil_Sampling,Advise for soil sampling procedure,Fixed,Generic,0,0,,0,0,0,0,,,0,0,,"Soil testing is essential for understanding soil fertility and planning balanced fertilizer application. Farmers are advised to collect soil samples 15-20 days before sowing any crop. For accurate results, divide the field into different uniform areas based on crop history, soil type, or slope. From each area, collect 8-10 sub-samples in a zig-zag pattern using a spade or auger. Remove the top 2 cm of soil and collect samples from a depth of 15-20 cm. Mix the sub-samples thoroughly in a clean bucket and take about 500 grams of the composite sample. Dry it in shade (not in direct sun), crush large lumps, and remove stones or debris. Label the sample with farmerâ€™s name, field location, and previous crop. Send the sample to the nearest soil testing laboratory. A proper soil test helps in applying the right amount of fertilizers and saves cost while increasing crop yield.",,,,20,4
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,2,OD-ALL-TR-PDY-PS-Summer_Ploughing,Summer Ploughing,Fixed,Generic,0,0,,30,40,0,0,,,0,0,,"Summer ploughing is an important practice before the kharif season to improve soil health and prepare the land for sowing. Farmers are advised to start ploughing during hot summer months (April-June) when the soil is dry, and temperatures range between 30-40Â°C. Plough the field 2-3 times using a mouldboard or disc plough to break hard soil layers and expose pests, weed seeds, and disease-causing organisms to the heat, which helps in natural pest control. Ensure the soil has no standing water during ploughing. Allow 7-10 days between each ploughing for proper drying. Summer ploughing also improves soil aeration and enhances moisture retention for the upcoming monsoon. It is especially beneficial in areas that receive early monsoon showers, as it allows quicker sowing of kharif crops. Farmers should complete summer ploughing before the onset of regular rains to make the soil ready for green manuring or nursery establishment.",,,,27,4
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,3,OD-ALL-TR-PDY-PS-Green_Manuring,Green manuring ,Fixed,Generic,10,20,,25,32,70,85,,,3,5,,"Green manure crops like Dhaincha (Sesbania aculeata) and Sesbania should be sown during the pre-kharif season to improve soil fertility before transplanting the main crop, such as paddy. Farmers are advised to prepare the land by ploughing 2-3 times to achieve a fine tilth. Ensure adequate soil moisture through pre-monsoon showers or provide one light irrigation before sowing. Use 20-25 kg/ha of seed for Dhaincha or 25-30 kg/ha for Sesbania, sown at a depth of 2-3 cm. Seeds may be broadcasted or line-sown with 25-30 cm spacing. Maintain soil moisture through light irrigation if rainfall is inadequate. Grow the crop for 6-8 weeks and incorporate it into the soil before flowering, when plants reach 40-60 cm height. Use a plough or rotavator to mix the green biomass into the soil, and allow 7-10 days for decomposition before transplanting the paddy crop.",,,,10,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,4,OD-ALL-TR-PDY-PS-Acid_Soil,Acid soil management,Fixed,Generic,0,10,,0,0,0,0,,,0,0,,"Acid soils (pH below 5.5) reduce crop productivity by affecting nutrient availability and increasing toxicity of elements like aluminum and iron. Farmers are advised to get their soil tested to know the exact pH. To manage acidic soils, apply lime (CaCOâ‚ƒ) or dolomite based on soil test recommendations. As a general guide, 2-4 quintals (200-400 kg) of lime per acre is applied once every 3-4 years. Lime should be mixed thoroughly in the soil 15-20 days before sowing, preferably during land preparation. Apply lime in moist soil, not in standing water, and never mix it directly with fertilizers or organic manure. Along with liming, apply organic matter like compost or green manure to improve soil health. Regular liming and good crop rotation help restore soil productivity and maintain long-term soil health.",,,,15,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,5,OD-ALL-TR-PDY-PS-SD_Variety,Suitable variety & Seed treatment,Fixed,Variety_selection,0,0,,0,0,0,0,,,0,0,up land,"For up land ecosystem varieties which matures early. For Upland ecosystem, varieties which mature between 90-120 days are suitable for cultivation varieties like Ankit, Khandagiri, Sahabhagi Dhan, Mandakini, Naveen, CO-51, Swarna sakhti dhan, Swarna Shreya, OUAT Kalinga Rice-5 etc can be cultivated in bunded upland condition.",,,,20,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,5,OD-ALL-TR-PDY-PS-MD_Variety,Suitable variety & Seed treatment,Fixed,Variety_selection,0,0,,0,0,0,0,,,0,0,medium land,"For medium land, varieties which mature in between 120 to 140 days are suitable. Varieties like MTU 1156 (Tarangini), MTU 1153 (Chandra), MTU 1064, MTU- 1190, Swarna samridhi dhan, CR dhan- 307 (maudamani), CR Dhan 310, CR Dhan 312, CR Dhan 315, , Lalat, Improved Lalat, MTU-1001, MTU-1010, Bina-11, OUAT Kalinga Rice-1,2,3,4,7,8 etc can be cultivated in medium land.  ",,,,20,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,5,OD-ALL-TR-PDY-PS-LD_Variety,Suitable variety & Seed treatment,Fixed,Variety_selection,0,0,,0,0,0,0,,,0,0,low land,"For Low land ecosystem varieties which matures above 140 days are suitable. Varieties like Varsha dhan, Pratikshya, Swarna Sub-1, MTU-1210, MTU-1224, MTU-1140, MTU-1239, MTU-1262, MTU-1061 (Indra), RGL-2537, MTU-1075, Ashutosh, Hasanta, Pratibha, Mrinalini, MTU 7029, CR 1018, CR 1009 Sub-1, Pooja, CR dhan 409 (Pradhan Dhan), Sarla, Kalachampa, OUAT Kalinga Rice-6 etc can be cultivated in low land. ",,,,20,5
