season,crop_name,pest&disease_name,state,district,week1,week2,Tmin1,Tmin2,Tmax1,Tmax2,Tavg1,Tavg2,RHavg1,RHavg2,RHmax1,RHmax2,RHmin1,RHmin2,Rain1,Rain2,SSH1,SSH2,Wind1,Wind2,pest_slug
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Keonjhar,4,8,17,21,29,33,,,,,81,87,61,67,6,14,6,8,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Khordha,5,9,19,23,30,34,,,,,84,90,64,70,7,16,6,7,6,10,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Koraput,5,9,15,19,27,31,,,,,83,89,63,69,6,14,6,7,4,8,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Malkangiri,5,9,17,21,29,33,,,,,82,88,62,68,6,14,6,7,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Mayurbhanj,4,8,18,22,29,33,,,,,81,87,61,67,6,14,6,8,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Nabarangpur,5,9,17,21,29,33,,,,,82,88,62,68,6,14,6,7,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Nayagarh,4,9,18,22,30,34,,,,,83,89,63,69,7,15,6,7,6,10,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Nuapada,5,9,17,21,31,35,,,,,79,85,59,65,5,14,6,8,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Puri,4,9,20,24,29,33,,,,,85,91,65,71,8,17,5,7,6,10,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Rayagada,4,8,16,20,28,32,,,,,82,88,62,68,6,14,6,7,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Sambalpur,5,9,18,22,31,35,,,,,80,86,60,66,5,14,6,8,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Sonepur,4,8,18,22,31,35,,,,,81,87,61,67,5,14,6,8,5,9,tobacco-caterpillar
Rabi,Blackgram,Tobacco Caterpillar,Odisha,Sundargarh,5,9,17,21,30,34,,,,,79,85,59,65,5,14,6,8,5,9,tobacco-caterpillar
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Angul,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Balangir,2,5,16,20,33,37,,,,,61,69,31,44,0,5,7.8,6.8,1,2,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Balasore,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Bargarh,2,5,16,20,33,37,,,,,61,69,31,44,0,5,7.8,6.8,1,2,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Bhadrak,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Boudh,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Cuttack,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Deogarh,3,6,15,19,30,34,,,,,69,76,38,48,2,9,6,5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Dhenkanal,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Gajapati,3,6,19,22,32,35,,,,,68,74,35,44,0,8,6.5,5.5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Ganjam,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Jagatsinghapur,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Jajpur,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Jharsuguda,2,5,16,20,33,37,,,,,61,69,31,44,0,5,7.8,6.8,1,2,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Kalahandi,3,6,19,22,32,35,,,,,68,74,35,44,0,8,6.5,5.5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Kandhamal,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Kendrapara,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Keonjhar,3,6,15,19,30,34,,,,,69,76,38,48,2,9,6,5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Khordha,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Koraput,3,6,19,22,32,35,,,,,68,74,35,44,0,8,6.5,5.5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Mayurbhanj,3,6,15,19,30,34,,,,,69,76,38,48,2,9,6,5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Malkangiri,3,6,19,22,32,35,,,,,68,74,35,44,0,8,6.5,5.5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Nabarangpur,3,6,19,22,32,35,,,,,68,74,35,44,0,8,6.5,5.5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Nayagarh,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Nuapada,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Puri,2,4,20,23,31,34,,,,,71,77,39,48,0,10,6.5,5.5,1,2.3,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Rayagada,3,6,19,22,32,35,,,,,68,74,35,44,0,8,6.5,5.5,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Sambalpur,2,5,16,20,33,37,,,,,61,69,31,44,0,5,7.8,6.8,1,2,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Sonepur,2,5,16,20,33,37,,,,,61,69,31,44,0,5,7.8,6.8,1,2,yellow-mosaic-virus
Rabi,Greengram,Yellow Mosaic Virus,Odisha,Sundargarh,2,5,18,21,32,35,,,,,66,72,35,44,0,6,7,6,0.8,1.8,yellow-mosaic-virus
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Angul,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Balangir,4,7,14,18,27,31,,,,,76,84,56,69,7,29,5.8,4.8,1.2,2,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Balasore,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Bargarh,4,7,14,18,27,31,,,,,76,84,56,69,7,29,5.8,4.8,1.2,2,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Bhadrak,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Boudh,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Cuttack,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Deogarh,4,7,13,17,24,28,,,,,84,91,63,73,10,33,4,3,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Dhenkanal,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Gajapati,4,7,17,20,26,29,,,,,83,89,60,69,8,32,4.5,3.5,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Ganjam,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Jagatsinghapur,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Jajpur,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Jharsuguda,4,7,14,18,27,31,,,,,76,84,56,69,7,29,5.8,4.8,1.2,2,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Kalahandi,4,7,17,20,26,29,,,,,83,89,60,69,8,32,4.5,3.5,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Kandhamal,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Kendrapara,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Keonjhar,4,7,13,17,24,28,,,,,84,91,63,73,10,33,4,3,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Khordha,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Koraput,4,7,17,20,26,29,,,,,83,89,60,69,8,32,4.5,3.5,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Mayurbhanj,4,7,13,17,24,28,,,,,84,91,63,73,10,33,4,3,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Malkangiri,4,7,17,20,26,29,,,,,83,89,60,69,8,32,4.5,3.5,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Nabarangpur,4,7,17,20,26,29,,,,,83,89,60,69,8,32,4.5,3.5,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Nayagarh,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Nuapada,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Puri,2,5,18,21,25,28,,,,,86,92,64,73,8,34,4.5,3.5,1.2,2.3,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Rayagada,4,7,17,20,26,29,,,,,83,89,60,69,8,32,4.5,3.5,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Sambalpur,4,7,14,18,27,31,,,,,76,84,56,69,7,29,5.8,4.8,1.2,2,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Sonepur,4,7,14,18,27,31,,,,,76,84,56,69,7,29,5.8,4.8,1.2,2,cercospora-leaf-spot
Rabi,Greengram,Cercospora Leaf Spot,Odisha,Sundargarh,3,6,16,19,26,29,,,,,81,87,60,69,8,30,5,4,1,1.8,cercospora-leaf-spot
Rabi,Greengram,Powdery Mildew,Odisha,Angul,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Balangir,4,7,11,15,25,29,,,,,56,64,36,49,0,2,7.8,6.8,1,1.7,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Balasore,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Bargarh,4,7,11,15,25,29,,,,,56,64,36,49,0,2,7.8,6.8,1,1.7,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Bhadrak,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Boudh,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Cuttack,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Deogarh,4,7,10,14,22,26,,,,,64,71,43,53,2,6,6,5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Dhenkanal,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Gajapati,4,7,14,17,24,27,,,,,63,69,40,49,0,5,6.5,5.5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Ganjam,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Jagatsinghapur,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Jajpur,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Jharsuguda,4,7,11,15,25,29,,,,,56,64,36,49,0,2,7.8,6.8,1,1.7,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Kalahandi,4,7,14,17,24,27,,,,,63,69,40,49,0,5,6.5,5.5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Kandhamal,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Kendrapara,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Keonjhar,4,7,10,14,22,26,,,,,64,71,43,53,2,6,6,5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Khordha,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Koraput,4,7,14,17,24,27,,,,,63,69,40,49,0,5,6.5,5.5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Mayurbhanj,4,7,10,14,22,26,,,,,64,71,43,53,2,6,6,5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Malkangiri,4,7,14,17,24,27,,,,,63,69,40,49,0,5,6.5,5.5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Nabarangpur,4,7,14,17,24,27,,,,,63,69,40,49,0,5,6.5,5.5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Nayagarh,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Nuapada,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Puri,2,5,15,18,23,26,,,,,66,72,44,53,0,7,6.5,5.5,1,2,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Rayagada,4,7,14,17,24,27,,,,,63,69,40,49,0,5,6.5,5.5,0.8,1.5,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Sambalpur,4,7,11,15,25,29,,,,,56,64,36,49,0,2,7.8,6.8,1,1.7,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Sonepur,4,7,11,15,25,29,,,,,56,64,36,49,0,2,7.8,6.8,1,1.7,powdery-mildew
Rabi,Greengram,Powdery Mildew,Odisha,Sundargarh,3,6,13,16,24,27,,,,,61,67,40,49,0,3,7,6,0.8,1.5,powdery-mildew
Rabi,Greengram,Anthracnose,Odisha,Angul,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Balangir,4,7,14,18,29,33,,,,,76,84,56,69,5,24,5.8,4.8,1.2,2,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Balasore,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Bargarh,4,7,14,18,29,33,,,,,76,84,56,69,5,24,5.8,4.8,1.2,2,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Bhadrak,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Boudh,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Cuttack,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Deogarh,4,7,13,17,26,30,,,,,84,91,63,73,8,28,4,3,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Dhenkanal,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Gajapati,4,7,17,20,28,31,,,,,83,89,60,69,6,27,4.5,3.5,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Ganjam,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Jagatsinghapur,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Jajpur,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Jharsuguda,4,7,14,18,29,33,,,,,76,84,56,69,5,24,5.8,4.8,1.2,2,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Kalahandi,4,7,17,20,28,31,,,,,83,89,60,69,6,27,4.5,3.5,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Kandhamal,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Kendrapara,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Keonjhar,4,7,13,17,26,30,,,,,84,91,63,73,8,28,4,3,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Khordha,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Koraput,4,7,17,20,28,31,,,,,83,89,60,69,6,27,4.5,3.5,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Mayurbhanj,4,7,13,17,26,30,,,,,84,91,63,73,8,28,4,3,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Malkangiri,4,7,17,20,28,31,,,,,83,89,60,69,6,27,4.5,3.5,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Nabarangpur,4,7,17,20,28,31,,,,,83,89,60,69,6,27,4.5,3.5,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Nayagarh,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Nuapada,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Puri,2,5,18,21,27,30,,,,,86,92,64,73,6,29,4.5,3.5,1.2,2.3,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Rayagada,4,7,17,20,28,31,,,,,83,89,60,69,6,27,4.5,3.5,1,1.8,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Sambalpur,4,7,14,18,29,33,,,,,76,84,56,69,5,24,5.8,4.8,1.2,2,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Sonepur,4,7,14,18,29,33,,,,,76,84,56,69,5,24,5.8,4.8,1.2,2,anthracnose
Rabi,Greengram,Anthracnose,Odisha,Sundargarh,3,6,16,19,28,31,,,,,81,87,60,69,6,25,5,4,1,1.8,anthracnose
Rabi,Greengram,Root rot,Odisha,Angul,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Balangir,4,6,18,22,33,37,,,,,51,59,21,34,0,2,8.8,7.8,1,1.7,root-rot
Rabi,Greengram,Root rot,Odisha,Balasore,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Bargarh,4,6,18,22,33,37,,,,,51,59,21,34,0,2,8.8,7.8,1,1.7,root-rot
Rabi,Greengram,Root rot,Odisha,Bhadrak,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Boudh,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Cuttack,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Deogarh,5,7,17,21,30,34,,,,,59,66,28,38,2,6,7,6,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Dhenkanal,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Gajapati,5,7,21,24,32,35,,,,,58,64,25,34,0,5,7.5,6.5,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Ganjam,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Jagatsinghapur,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Jajpur,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Jharsuguda,4,6,18,22,33,37,,,,,51,59,21,34,0,2,8.8,7.8,1,1.7,root-rot
Rabi,Greengram,Root rot,Odisha,Kalahandi,5,7,21,24,32,35,,,,,58,64,25,34,0,5,7.5,6.5,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Kandhamal,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Kendrapara,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Keonjhar,5,7,17,21,30,34,,,,,59,66,28,38,2,6,7,6,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Khordha,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Koraput,5,7,21,24,32,35,,,,,58,64,25,34,0,5,7.5,6.5,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Mayurbhanj,5,7,17,21,30,34,,,,,59,66,28,38,2,6,7,6,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Malkangiri,5,7,21,24,32,35,,,,,58,64,25,34,0,5,7.5,6.5,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Nabarangpur,5,7,21,24,32,35,,,,,58,64,25,34,0,5,7.5,6.5,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Nayagarh,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Nuapada,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Puri,3,5,22,25,31,34,,,,,61,67,29,38,0,7,7.5,6.5,1,2,root-rot
Rabi,Greengram,Root rot,Odisha,Rayagada,5,7,21,24,32,35,,,,,58,64,25,34,0,5,7.5,6.5,0.8,1.5,root-rot
Rabi,Greengram,Root rot,Odisha,Sambalpur,4,6,18,22,33,37,,,,,51,59,21,34,0,2,8.8,7.8,1,1.7,root-rot
Rabi,Greengram,Root rot,Odisha,Sonepur,4,6,18,22,33,37,,,,,51,59,21,34,0,2,8.8,7.8,1,1.7,root-rot
Rabi,Greengram,Root rot,Odisha,Sundargarh,4,6,20,23,32,35,,,,,56,62,25,34,0,3,8,7,0.8,1.5,root-rot
Rabi,Greengram,Rust,Odisha,Angul,3,6,12,15,23,26,,,,,76,82,50,59,4,15,6,5,0.9,1.6,rust
Rabi,Greengram,Rust,Odisha,Balangir,4,7,10,14,24,28,,,,,71,79,46,59,3,14,6.8,5.8,1.1,1.8,rust
Rabi,Greengram,Rust,Odisha,Balasore,2,5,14,17,22,25,,,,,81,87,54,63,4,19,5.5,4.5,1.1,2.1,rust
Rabi,Greengram,Rust,Odisha,Bargarh,4,7,10,14,24,28,,,,,71,79,46,59,3,14,6.8,5.8,1.1,1.8,rust
Rabi,Greengram,Rust,Odisha,Bhadrak,2,5,14,17,22,25,,,,,81,87,54,63,4,19,5.5,4.5,1.1,2.1,rust
Rabi,Greengram,Rust,Odisha,Boudh,3,6,12,15,23,26,,,,,76,82,50,59,4,15,6,5,0.9,1.6,rust
Rabi,Greengram,Rust,Odisha,Cuttack,2,5,14,17,22,25,,,,,81,87,54,63,4,19,5.5,4.5,1.1,2.1,rust
Rabi,Greengram,Rust,Odisha,Deogarh,4,7,9,13,21,25,,,,,79,86,53,63,6,18,5,4,0.9,1.6,rust
Rabi,Greengram,Rust,Odisha,Dhenkanal,3,6,12,15,23,26,,,,,76,82,50,59,4,15,6,5,0.9,1.6,rust
Rabi,Greengram,Rust,Odisha,Gajapati,4,7,13,16,23,26,,,,,78,84,50,59,4,17,5.5,4.5,0.9,1.6,rust
