state,season,crop_name,crop_stage,crop_stage_classified,advisory_index,advisory_code,advisory_title,advisory_type,advisory_class,rain_min,rain_max,rain_mean,temp_min,temp_max,rh_min,rh_max,rainydays_min,raindays_max,wind_min,wind_max,landtype,advisory_content,cropstage_week_start,cropstage_week_end,agro_week,day_of_month,month_of_year
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,23,OD-ALL-RB-TR-PDY-FP-Irrigation_High,Irrigation management,Dynamic,Irrigation,10,20,,22,32,55,75,1,2,,,,"Apply light irrigation only if the soil moisture in the root zone is insufficient. Maintain uniform moisture to avoid moisture stress, which can reduce spikelet fertility and grain filling. Prefer irrigation in early morning or late afternoon and avoid standing water to prevent disease incidence such as blast or bacterial leaf blight.",18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,24,"OD-ALL-RB-TR-PDY-FP-Diseases_(BLB, Sheath blight, Sheath rot, Neck blast)","Diseases (BLB, Sheath blight, Sheath rot, Neck blast)",Dynamic,Pest,,,,,,,,,,,,,,18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Flowering & Pollination,Flowering & Pollination,25,"OD-ALL-RB-TR-PDY-FP-Pests_(Yellow Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH)","Pests (Yellow Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH)",Dynamic,Pest,,,,,,,,,,,,,,18,19,Week 18-19,9,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,26,"OD-ALL-RB-TR-PDY-DMS-Diseases_(BLB, Sheath blight, Sheath rot, Neck blast, False smut)","Diseases (BLB, Sheath blight, Sheath rot, Neck blast, False smut)",Dynamic,Pest,,,,,,,,,,,,,,19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,27,"OD-ALL-RB-TR-PDY-DMS-Pests  (Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH, Panicle mite)","Pests (Stem borer, Leaf Folder, Gundhi bug, BPH, WBPH, Panicle mite)",Dynamic,Pest,,,,,,,,,,,,,,19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,28,OD-ALL-RB-TR-PDY-DMS-Irrigation_Low,Irrigation management + Weather,Dynamic,Irrigation,10,14,,20,30,52,85,0,1,,,,"Begin field drainage approximately 10–15 days before harvest to ensure uniform ripening, facilitate harvesting, and improve milling quality; maintain adequate soil moisture to avoid stress during ripening. Do not apply further irrigation at full maturity.",19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,28,OD-ALL-RB-TR-PDY-DMS-Irrigation_Moderate,Irrigation management + Weather,Dynamic,Irrigation,5,10,,24,32,50,75,2,3,,,,"Apply moderate irrigation to maintain adequate moisture for grain filling and proper maturity. Avoid excess water, as over-irrigation may delay maturity or increase disease incidence. Irrigate early in the morning or late afternoon to reduce evaporation and maintain field drainage. Ensure uniform soil moisture across the field for consistent grain development.",19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Dough & Maturity Stage,Dough & Maturity Stage,28,OD-ALL-RB-TR-PDY-DMS-Irrigation_High,Irrigation management + Weather,Dynamic,Irrigation,10,20,,26,32,60,85,2,3,,,,"Only light irrigation is required or can be skipped if adequate rainfall has occurred recently. Ensure proper drainage to avoid waterlogging, as excess moisture at this stage may affect grain quality and promote diseases. Focus on maintaining uniform soil moisture to allow proper grain filling and timely crop maturity.",19,20,Week 19-20,23,3
Odisha,Rabi,Paddy,Harvesting & Post-Harvest,Harvesting & Post-Harvest,29,OD-ALL-RB-TR-PDY-HPH-Harvesting,Harvesting,Standard,Generic,0,0,,25,38,0,0,0,3,,,,"Harvest management in paddy. Drain out the water from paddy field, 15 days before harvesting of the crop. Harvest the rice crop at physiological maturity (85% grains matured in a panicle) and looks pale yellow in colour. Harvest the crop by leaving one metre from the bund if grain is to be kept for seed purpose. Dry the harvested paddy grains in direct sunlight for 2-3 days to get the moisture content at 14%. For seed purpose the grain should be dried to below 12% moisture content.",20,21,Week 20,6,4
Odisha,Rabi,Paddy,Post Harvest,Post Harvest,30,OD-ALL-RB-TR-PDY-PH-MSP,MSP,Standard,Generic,,,,,,,,,,,,,,21,22,Week 21,20,4
Odisha,Rabi,Paddy,Post Harvest,Post Harvest,31,OD-ALL-RB_TR-PDY-PH-Storage,Storage,Standard,Generic,,,,,,,,,,,,,"After harvest, dry the grains in sunlight to reduce the moisture content of the grains. Different insects like grain weevil, lesser grain borer, etc attack the stored grains. During the rainy season, if the grains become slightly damp, the weevils make holes and feed inside the rice grains. The larva of the lesser grain borer makes hole in the grain and feeds inside the grains. Clean the storage area and provide proper ventilation. Fumigate the grains with Aluminium phosphide 56% @ 3 tablets per10 Qt of grains. Disinfect the storage bags with Malathion 50 EC @ 10 ml/l.",21,22,Week 21,20,4
Odisha,Rabi,Paddy,Post Harvest,Post Harvest,31,OD-ALL-RB-TR-PDY-PH-Rat_management,Rat management,Standard,Generic,,,,,,,,,,,,,"Rat control in paddy field. At ripening stage in paddy field, rats cause serious damage like cutting rice panicle, eating ripe grains etc. At primary stage, apply dry chilli smoke in rat hole. Farmers can use dry fish trap, sickle trap or arrow trap for rat control. For preparation of 100 g poison bait, mix wheat flour, mustard oil and jagerry powder and add Zinc phosphide @ 3 g. Apply it to rat way or near the bond or in rat hole. Instead of this farmer can also apply Celphos pouch wrapping in wet cotton @ 1 per hole. Then plaster the hole with mud.",21,22,Week 21,20,4
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,1,OD-ALL-TR-PDY-PS-Soil_Sampling,Advise for soil sampling procedure,Fixed,Generic,0,0,,0,0,0,0,,,0,0,,"Soil testing is essential for understanding soil fertility and planning balanced fertilizer application. Farmers are advised to collect soil samples 15-20 days before sowing any crop. For accurate results, divide the field into different uniform areas based on crop history, soil type, or slope. From each area, collect 8-10 sub-samples in a zig-zag pattern using a spade or auger. Remove the top 2 cm of soil and collect samples from a depth of 15-20 cm. Mix the sub-samples thoroughly in a clean bucket and take about 500 grams of the composite sample. Dry it in shade (not in direct sun), crush large lumps, and remove stones or debris. Label the sample with farmerâ€™s name, field location, and previous crop. Send the sample to the nearest soil testing laboratory. A proper soil test helps in applying the right amount of fertilizers and saves cost while increasing crop yield.",,,,20,4
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,2,OD-ALL-TR-PDY-PS-Summer_Ploughing,Summer Ploughing,Fixed,Generic,0,0,,30,40,0,0,,,0,0,,"Summer ploughing is an important practice before the kharif season to improve soil health and prepare the land for sowing. Farmers are advised to start ploughing during hot summer months (April-June) when the soil is dry, and temperatures range between 30-40Â°C. Plough the field 2-3 times using a mouldboard or disc plough to break hard soil layers and expose pests, weed seeds, and disease-causing organisms to the heat, which helps in natural pest control. Ensure the soil has no standing water during ploughing. Allow 7-10 days between each ploughing for proper drying. Summer ploughing also improves soil aeration and enhances moisture retention for the upcoming monsoon. It is especially beneficial in areas that receive early monsoon showers, as it allows quicker sowing of kharif crops. Farmers should complete summer ploughing before the onset of regular rains to make the soil ready for green manuring or nursery establishment.",,,,27,4
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,3,OD-ALL-TR-PDY-PS-Green_Manuring,Green manuring ,Fixed,Generic,10,20,,25,32,70,85,,,3,5,,"Green manure crops like Dhaincha (Sesbania aculeata) and Sesbania should be sown during the pre-kharif season to improve soil fertility before transplanting the main crop, such as paddy. Farmers are advised to prepare the land by ploughing 2-3 times to achieve a fine tilth. Ensure adequate soil moisture through pre-monsoon showers or provide one light irrigation before sowing. Use 20-25 kg/ha of seed for Dhaincha or 25-30 kg/ha for Sesbania, sown at a depth of 2-3 cm. Seeds may be broadcasted or line-sown with 25-30 cm spacing. Maintain soil moisture through light irrigation if rainfall is inadequate. Grow the crop for 6-8 weeks and incorporate it into the soil before flowering, when plants reach 40-60 cm height. Use a plough or rotavator to mix the green biomass into the soil, and allow 7-10 days for decomposition before transplanting the paddy crop.",,,,10,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,4,OD-ALL-TR-PDY-PS-Acid_Soil,Acid soil management,Fixed,Generic,0,10,,0,0,0,0,,,0,0,,"Acid soils (pH below 5.5) reduce crop productivity by affecting nutrient availability and increasing toxicity of elements like aluminum and iron. Farmers are advised to get their soil tested to know the exact pH. To manage acidic soils, apply lime (CaCOâ‚ƒ) or dolomite based on soil test recommendations. As a general guide, 2-4 quintals (200-400 kg) of lime per acre is applied once every 3-4 years. Lime should be mixed thoroughly in the soil 15-20 days before sowing, preferably during land preparation. Apply lime in moist soil, not in standing water, and never mix it directly with fertilizers or organic manure. Along with liming, apply organic matter like compost or green manure to improve soil health. Regular liming and good crop rotation help restore soil productivity and maintain long-term soil health.",,,,15,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,5,OD-ALL-TR-PDY-PS-SD_Variety,Suitable variety & Seed treatment,Fixed,Variety_selection,0,0,,0,0,0,0,,,0,0,up land,"For up land ecosystem varieties which matures early. For Upland ecosystem, varieties which mature between 90-120 days are suitable for cultivation varieties like Ankit, Khandagiri, Sahabhagi Dhan, Mandakini, Naveen, CO-51, Swarna sakhti dhan, Swarna Shreya, OUAT Kalinga Rice-5 etc can be cultivated in bunded upland condition.",,,,20,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,5,OD-ALL-TR-PDY-PS-MD_Variety,Suitable variety & Seed treatment,Fixed,Variety_selection,0,0,,0,0,0,0,,,0,0,medium land,"For medium land, varieties which mature in between 120 to 140 days are suitable. Varieties like MTU 1156 (Tarangini), MTU 1153 (Chandra), MTU 1064, MTU- 1190, Swarna samridhi dhan, CR dhan- 307 (maudamani), CR Dhan 310, CR Dhan 312, CR Dhan 315, , Lalat, Improved Lalat, MTU-1001, MTU-1010, Bina-11, OUAT Kalinga Rice-1,2,3,4,7,8 etc can be cultivated in medium land.  ",,,,20,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,5,OD-ALL-TR-PDY-PS-LD_Variety,Suitable variety & Seed treatment,Fixed,Variety_selection,0,0,,0,0,0,0,,,0,0,low land,"For Low land ecosystem varieties which matures above 140 days are suitable. Varieties like Varsha dhan, Pratikshya, Swarna Sub-1, MTU-1210, MTU-1224, MTU-1140, MTU-1239, MTU-1262, MTU-1061 (Indra), RGL-2537, MTU-1075, Ashutosh, Hasanta, Pratibha, Mrinalini, MTU 7029, CR 1018, CR 1009 Sub-1, Pooja, CR dhan 409 (Pradhan Dhan), Sarla, Kalachampa, OUAT Kalinga Rice-6 etc can be cultivated in low land. ",,,,20,5
Odisha,Kharif,Paddy,Pre Sowing,Pre Sowing,6,OD-ALL-TR-PDY-PS-Quality_Seed,Fair Average quality seed(Good quality seed priming),Fixed,Generic,0,0,,0,0,0,0,,,0,0,,"Good quality seed reduces the necessary seed rate, provides healthy and strong seedlings, gives a uniform crop stand in the field, and results in higher yields. Good quality seed is clean (contains no stones, soil particles, weed seed), pure (contains only grains from one variety), and healthy (full big grains, same colour, no cracks). Therefore, get the certified paddy seeds from your nearest PACS or LAMPS or registered Dealer. If you are using the own harvested seeds, then dissolve 1 kg salt in 10 litres of water for 10 kg of seed. Dip 2-3 kg of the seed at a time in the solution and reject the floating chaffy and weed seeds. Collect heavy seeds settled at bottom of the solution and wash them 2-3 times by clean water. Dry the seeds in direct sunlight for 2-3 days before treating them with fungicides.",,,,25,5
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),7,OD-ALL-TR-PDY-SGN-Dry_Nursery,Dry nursery bed preparation,Dynamic,Nursery,25,60,,25,32,50,70,,,1,3,,"Nursery bed preparation for dry nursery and sowing may be done after monsoon showers in rainfed transplanted rice areas. For one-acre area of paddy transplanting 400 m2 (10 Decimal) size of land is required for nursery raising. Selected nursery field should be ploughed 3- 4 times. Apply 1 tonne of FYM and mixed it properly during last ploughing. Divide nursery area into smaller plots of 1.5-metre-long, 10 cm height and convenient length. Irrigation channels of size 30 cm in breadth should be made along the beds for irrigation/drainage. For each square metre of nursery bed apply 10 gram of DAP and 10 grams of MOP. For each square metre of nursery bed 50 to 60 grams of treated seeds should be sown in line at 5 cm gap and at a depth of 3 cm.",0,1,Week 1,,
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),7,OD-ALL-TR-PDY-SGN-Wet_Nursery,Wet nursery bed preparation,Dynamic,Nursery,60,120,,25,35,60,80,,,3,6,,"Farmers are advised to go for wet bed nursery raising for paddy cultivation. For one-acre area of paddy transplanting 400 m2 (10 Decimal) size of land is required for nursery raising. Irrigation should be done in nursery field and puddle it 2-3 times followed by planking. Apply 200 kg of FYM, 4 kg of DAP, 2.5 kg of MOP and 1 kg of Zinc sulphate during last puddling. Divide nursery area into smaller plots of 1.5-metre-long, 10 cm height and convenient length. Irrigation channels of size 30 cm in width should be made along the beds for irrigation/drainage. Sprouted Seeds should be sown @ 40-50 gram/ m2 area of seed bed by line sowing with 5 cm gap between each line or direct broadcasting and put dried compost over seeds Apply light irrigations to the nursery area particularly in the evening so that the field remains wet and do not keep standing water.",0,1,Week 1,,
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),9,OD-ALL-TR-PDY-SGN-Fertilizer,Fertilizer for nursery ,Standard,Generic,0,0,,0,0,0,0,,,0,0,,"Farmers are advised for proper growth and development of paddy seedlings, balanced fertilizer application is essential, even in small nursery areas. In a 1 decimil (0.01 hectare) nursery plot, farmers are advised to apply about 40 kg of well-decomposed farmyard manure (FYM) or compost during land preparation to improve soil fertility and structure. Along with organic manure, chemical fertilizers should also be applied. As a basal dose, apply 1.0 kg of urea, 1.35 kg of Single Super Phosphate (SSP), and 375 grams of Muriate of Potash (MOP). These fertilizers should be mixed well into the soil 2-3 days before sowing, ensuring they are not applied in standing water. To further support seedling growth, apply 200 grams of urea as a top dressing around 15-20 days after sowing. Light irrigation should be done immediately after top dressing. This balanced approach helps promote strong root growth, healthy tillering, and vigorous seedlings ready for transplanting.",0,1,Week 1,,
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),10,"OD-ALL-TR-PDY-SGN-Disease_(Blb)_/Pest_(Stem_Borer,_Thips,_Hispa)","Disease (BLB) /Pest (Stem borer, thips, hispa) ",Dynamic,Pest,0,0,,0,0,0,0,,,0,0,,,1,3,Week 2-3,,
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),11,OD-ALL-TR-PDY-SGN-Irrigation_Low,Irrigation management,Dynamic,Irrigation,0,40,,0,0,0,0,,,7,7,,"Rainfall is expected to be less than required in the coming week, which will not be sufficient to meet the water needs of paddy nurseries. Therefore, farmers are advised to provide irrigation every 2 to 3 days to maintain a standing water level of 2 to 5 cm in the nursery beds. This will support proper germination and healthy seedling development. It is best to irrigate during early morning or late evening hours to minimize water loss due to evaporation. Avoid excess watering to prevent seedling damage. Ensure proper bunding and drainage to conserve water and avoid nutrient loss.",1,3,Week 2-3,,
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),11,OD-ALL-TR-PDY-SGN-Irrigation_Moderate,Irrigation management,Dynamic,Irrigation,40,80,,0,0,0,0,,,7,7,,"Rainfall is expected to be normal in the coming week, which will be sufficient to meet the water needs of paddy nurseries. Therefore, farmers are advised to watch the field regularly to maintain a standing water level of 2 to 5 cm in the nursery beds. Avoid excess watering to prevent seedling damage. Ensure proper bunding and drainage to conserve water and avoid nutrient loss.",1,3,Week 2-3,,
Odisha,Kharif,Paddy,Growing,Seedling Growth (Nursery),11,OD-ALL-TR-PDY-SGN-Irrigation_Hight,Irrigation management,Dynamic,Irrigation,80,200,,0,0,0,0,,,7,7,,"Rainfall is expected to be higher than normal in the coming week, which may lead to excess water in paddy nurseries. Farmers are advised to closely monitor water levels and avoid water stagnation beyond 5 cm, as it can damage young seedlings and affect germination. Ensure proper drainage channels are in place to remove excess water from the nursery beds. Strengthen bunds to prevent waterlogging and soil erosion. In low-lying areas, create outlets to safely drain water. Avoid any irrigation until water levels return to normal. Timely removal of excess water will help protect seedlings and promote healthy nursery growth.",1,3,Week 2-3,,
Odisha,Kharif,Paddy,Growing,Transplanting/Main Field Preparation,12,OD-ALL-TR-PDY-MF-Fertilizer,Basal (1st) Fertilizer,Standard,Generic,0,0,,0,0,0,0,,,0,0,,"Farmers who are going for transplanting should apply 35 kg DAP, 27 kg MOP and 4-kg Urea per acre during last puddling for high yielding paddy varieties as basal fertilizer. For sandy soil apply 35 kg DAP, 15 kg Potash and 4 kg Urea per acre during last puddling. If soil is Zinc deficient as per soil testing report then apply Zinc Sulphate (21%) @ 10 kg/acre for sandy soil and 5 kg/acre for clay soil at every three years. Transplanting of 20-25 days old seedlings should be done at a spacing of 20x15 cm, plant 2-3 seedlings per hill for high yielding varieties.",3,5,Week 4-5,,
Odisha,Kharif,Paddy,Growing,Transplanting/Main Field Preparation,13,OD-ALL-TR-PDY-MF-Pre_Emergence_Weed,Pre emergence Weed management,Standard,Generic,0,0,,0,0,0,0,,,0,0,,farmers are advised to control the weeds go for pre-emergence herbicide in paddy crop. Use pre-emergence herbicide Pretilachlor 37 % EW @ 600-ml/acre or Bensulfuron methyl 0.6% GR + Pretilachlor 6% GR @ 4 kg/acre or Pretilachlor 6% GR + Pyrazosulfuron Ethyl 0.15% GR @ 4 kg/acre or Pyrazosulfuron Ethyl 10% W.P @ 80-gm/acre at 1-3 DAT. Spray the herbicide by mixing it in 200 litres of water per acre or mix the herbicide with 20 kg of sand and broadcast it uniformly. Always use flat-fan or flood-jet nozzle and clean water for herbicide spraying.,3,5,Week 4-5,,
Odisha,Kharif,Paddy,Growing,Transplanting/Main Field Preparation,14,OD-ALL-TR-PDY-MF-Pest_Disease_Management,Pest Disease management,Dynamic,Pest,0,0,,0,0,0,0,,,,0,,,3,5,Week 4-5,,
Odisha,Kharif,Paddy,Growing,Transplanting/Main Field Preparation,15,OD-ALL-TR-PDY-MF-Irrigation_Low,Irrigation management,Dynamic,Irrigation,0,30,,25,38,50,60,,,7,7,,"The forecast indicates low rainfall below 30 mm, with maximum temperatures (Tmax) of 38Â°C, minimum temperatures (Tmin) around 25Â°C, and relative humidity (RH) between 50-60%. Such conditions increase evaporation and soil moisture loss. Farmers with transplanted paddy are advised to provide irrigation every 2-3 days to maintain a standing water level of 3-5 cm in the field, especially during the critical early establishment phase. Avoid water stress at this stage to prevent transplant shock and promote tillering. Use field bunding to retain water and minimize losses.",3,5,Week 4-5,,
Odisha,Kharif,Paddy,Growing,Transplanting/Main Field Preparation,15,OD-ALL-TR-PDY-MF-Irrigation_Moderate,Irrigation management,Dynamic,Irrigation,30,70,,23,35,65,80,,,7,7,,"With moderate rainfall between 30-70 mm, Tmax of 32-35Â°C, Tmin of 23-25Â°C, and RH ranging from 65-80%, conditions are favorable for transplanted paddy. Natural rainfall will generally meet water requirements, but farmers should monitor field conditions. Maintain a 3-5 cm water level and avoid over-flooding. Drain excess water after moderate showers to improve root aeration and reduce the risk of fungal diseases. Nutrient application and weeding operations can be scheduled during dry intervals.",3,5,Week 4-5,,
Odisha,Kharif,Paddy,Growing,Transplanting/Main Field Preparation,15,OD-ALL-TR-PDY-MF-Irrigation_Hight,Irrigation management,Dynamic,Irrigation,70,200,,22,32,85,95,,,7,7,,"Forecasted heavy rainfall over 70 mm, along with Tmax of 29-32Â°C, Tmin of 22-24Â°C, and high RH levels of 85-95%, may lead to waterlogging in transplanted paddy fields. In such conditions, stop all irrigation and focus on drainage management. Ensure all field drains and bund outlets are open to remove excess water and prevent root suffocation or disease outbreak. Monitor for blast and sheath blight due to high humidity. Do not apply fertilizers during heavy rain; wait for the field to slightly dry before top dressing. Maintaining a proper drainage system is crucial to avoid yield loss during prolonged rainfall.",3,5,Week 4-5,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),16,OD-ALL-TR-PDY-MF-Post_Emergence_Weed,Post Emergence weed management,Standard,Generic,0,0,,15,32,60,80,,,1,1,,"Farmers who have transplanted or broadcasted, should spray post-emergence herbicide like Bispyribac Sodium @ 80-ml/ acre or tank mix of Fenoxaprop-p-ethyl 9.3 % W/W EC @ 250 ml + Ethoxysulfuron 15 % WDG @ 50 g /acre at 15-20 DAS in moist soil (When the weeds are at 3-4 leaf stage) by mixing in 200-litre of water. Drain out water from paddy field before spraying of herbicide and irrigate the field after 2-3 days. Apply sticker @ 5 ml/15 lit with herbicide. Always use clean water for herbicide application. Use flat fan nozzle or flood jet nozzle for herbicide application.",5,7,Week 6-7,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),17,OD-ALL-TR-PDY-VAT-SD_Field_Plant_Disease,"Main field plant disease & pest (BLB ,Brown Spot, Stem borer, Rice hispa, Blast) ",Dynamic,Pest,0,0,,0,0,0,0,,,,0,,,5,7,Week 6-7,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),18,OD-ALL-TR-PDY-VAT-Irrigation_Low,Irrigation management,Dynamic,Irrigation,0,30,,24,36,55,65,,,7,7,,"Rainfall is expected to be lower than normal in the coming week, which may not meet the water requirements of paddy during the vegetative stage. Farmers are advised to irrigate the field every 4-5 days to maintain a standing water level of 5-7 cm. This is a critical stage for tiller formation and plant growth, so do not allow water stress. Irrigation should be done preferably in the early morning or late evening to reduce water loss through evaporation. Maintain bunds and repair any leaks to conserve water. Avoid deep flooding, as it can restrict root growth. Timely weeding and nutrient management should continue as per schedule.",5,7,Week 6-7,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),18,OD-ALL-TR-PDY-VAT-Irrigation_Moderate,Irrigation management,Dynamic,Irrigation,30,80,,23,34,65,80,,,7,7,,"Rainfall is expected to be normal during the week, which should be sufficient for the vegetative growth of paddy. Farmers are advised to monitor water levels and ensure a consistent 5-7 cm of standing water in the field. Avoid unnecessary irrigation. Ensure bunds are intact to retain water, and clean field channels to allow quick drainage after moderate rains. Weed control and top-dressing of urea should be done during dry periods. Balanced nutrient management and pest monitoring should continue during this favorable weather window.",5,7,Week 6-7,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),18,OD-ALL-TR-PDY-VAT-Irrigation_High,Irrigation management,Dynamic,Irrigation,80,200,,22,32,85,95,,,7,7,,"Rainfall is expected to be higher than normal in the coming week, which may lead to waterlogging in paddy fields. Farmers should avoid any further irrigation and ensure excess water is drained out promptly to maintain 5-7 cm standing water and prevent submergence. Prolonged water stagnation can damage roots and reduce tiller production. Clean drainage channels and strengthen bunds to prevent soil erosion and nutrient loss. In low-lying or flood-prone areas, create temporary outlets or ridges for safe drainage. Monitor the crop for diseases like leaf blast or bacterial leaf blight, which thrive in high humidity and wet conditions.",5,7,Week 6-7,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),19,OD-ALL-TR-PDY-VAT-Fertilizer,2nd fertilizer,Standard,Generic,0,0,,0,0,0,0,,,0,0,,"Farmers are advised to apply fertilizer in Paddy crop during active tillering stage. For high yielding paddy varieties, apply 35 kg Urea per acre and for hybrids apply 42-kg of Urea per acre 21 days after transplanting at active tillering stage. Before applying urea in the field, you should complete weed control operations and drain out access water from the field.",5,7,Week 6-7,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),20,"OD-ALL-TR-PDY-VAT-Diseases_(Blb,_Brown_Spot,_Sheath_Blight,_Foot_Rot/_Bakane)","Diseases (BLB, Brown Spot, Sheath blight, Foot rot/ Bakane)",Dynamic,Pest,30,80,,22,30,70,85,,,2,4,,,7,9,Week 8-9,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),21,"OD-ALL-TR-PDY-VAT-Pests_(Stem_Borer,_Leaf_Folder_,Caseworm,_Rice_Hispa,_Swarming_Caterpillar)","Pests (Stem borer, Leaf Folder ,Caseworm, Rice hispa, Swarming caterpillar)",Dynamic,Pest,0,0,,0,0,0,0,,,0,0,,,7,9,Week 8-9,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),22,OD-ALL-TR-PDY-VAT-Irrigation_Low_2,Irrigation management,Dynamic,Irrigation,0,30,,24,36,55,65,,,7,7,,"Rainfall is expected to be lower than normal in the coming week, which may not meet the water requirements of paddy during the vegetative stage. Farmers are advised to irrigate the field every 4-5 days to maintain a standing water level of 5-7 cm. This is a critical stage for tiller formation and plant growth, so do not allow water stress. Irrigation should be done preferably in the early morning or late evening to reduce water loss through evaporation. Maintain bunds and repair any leaks to conserve water. Avoid deep flooding, as it can restrict root growth. Timely weeding and nutrient management should continue as per schedule.",7,9,Week 8-9,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),22,OD-ALL-TR-PDY-VAT-Irrigation_Moderate_2,Irrigation management,Dynamic,Irrigation,30,80,,23,34,65,80,,,7,7,,"Rainfall is expected to be normal during the week, which should be sufficient for the vegetative growth of paddy. Farmers are advised to monitor water levels and ensure a consistent 5-7 cm of standing water in the field. Avoid unnecessary irrigation. Ensure bunds are intact to retain water, and clean field channels to allow quick drainage after moderate rains. Weed control and top-dressing of urea should be done during dry periods. Balanced nutrient management and pest monitoring should continue during this favorable weather window.",7,9,Week 8-9,,
Odisha,Kharif,Paddy,Growing,Vegetative (Active Tillering),22,OD-ALL-TR-PDY-VAT-Irrigation_High_2,Irrigation management,Dynamic,Irrigation,80,200,,22,32,85,95,,,7,7,,"Rainfall is expected to be higher than normal in the coming week, which may lead to waterlogging in paddy fields. Farmers should avoid any further irrigation and ensure excess water is drained out promptly to maintain 5-7 cm standing water and prevent submergence. Prolonged water stagnation can damage roots and reduce tiller production. Clean drainage channels and strengthen bunds to prevent soil erosion and nutrient loss. In low-lying or flood-prone areas, create temporary outlets or ridges for safe drainage. Monitor the crop for diseases like leaf blast or bacterial leaf blight, which thrive in high humidity and wet conditions.",7,9,Week 8-9,,
Odisha,Kharif,Paddy,Growing,Panicle Initiation,23,"OD-ALL-FA-PDY-PI-Diseases_(Sheath_Blight,_Blb)","Diseases (Sheath blight, BLB)",Dynamic,Pest,0,0,,0,0,0,0,,,0,0,,,9,11,Week 10-11,,
Odisha,Kharif,Paddy,Growing,Panicle Initiation,24,"OD-ALL-TR-PDY-PI-Pests_(Stem_Borer,_Leaf_Folder_,Caseworm,_Rice_Hispa,_Swarming_Caterpillar)","Pests (Stem borer, Leaf Folder ,caseworm, Rice hispa, Swarming caterpillar)",Dynamic,Pest,0,0,,0,0,0,0,,,0,0,,,9,11,Week 10-11,,
Odisha,Kharif,Paddy,Growing,Panicle Initiation,26,OD-ALL-TR-PDY-PI-Irrigation_Low,Irrigation management + Weather,Dynamic,Irrigation,0,30,,24,36,55,65,,,7,7,,"In the upcoming week, rainfall is expected to be below normal and insufficient to meet the water requirements of the paddy crop at the panicle initiation stage. This is a critical growth phase where the formation of panicles begins, and any moisture stress can lead to poor grain development and yield loss. The maximum temperature is expected to range between 32-34Â°C, minimum temperature around 23-25Â°C, with relative humidity between 65-75%.
Farmers are advised to irrigate the crop every 4-5 days and maintain a standing water level of about 5 cm in the field. Irrigation should be scheduled during the early morning or late evening to minimize water loss through evaporation. Proper bunding must be ensured to retain water effectively and avoid seepage. This will help maintain soil moisture and promote healthy panicle development.",9,11,Week 10-11,,
